"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
163360,2015,3,"Projects",582918,194306,"Switzerland","Experimental Medicine",38,12.6666666666667,29,9.66666666666667,1813,62.5172413793103
157841,2015,5.5041095890411,"Programmes",1992150,361938.651070184,NA,"Experimental Medicine",43,7.81234444997511,27,4.90542558486809,916,33.9259259259259
164719,2015,1.83287671232877,"Careers",133566,72872.331838565,"United States of America","Basic Medical Sciences",3,1.63677130044843,2,1.09118086696562,258,129
161147,2015,3,"Careers",6e+05,2e+05,"Switzerland","Experimental Medicine",10,3.33333333333333,9,3,158,17.5555555555556
160327,2015,4,"Projects",372000,93000,"Switzerland","Clinical Medicine",7,1.75,3,0.75,37,12.3333333333333
159705,2015,4,"Projects",474000,118500,"Switzerland","Basic Medical Sciences",3,0.75,18,4.5,1492,82.8888888888889
156331,2015,3.4958904109589,"Programmes",245331,70176.9710031348,"Switzerland","Basic Medical Sciences",31,8.86755485893418,5,1.43025078369906,544,108.8
160696,2015,3.4986301369863,"Programmes",1875000,535924.040720439,"Switzerland","Clinical Medicine",31,8.86061080657792,16,4.57321848081441,1159,72.4375
159512,2015,2,"Projects",157105,78552.5,"Switzerland","Basic Medical Sciences",2,1,4,2,60,15
164753,2015,1.83561643835616,"Careers",103301,56275.9179104478,"United States of America","Basic Medical Sciences",0,0,2,1.08955223880597,117,58.5
165050,2015,1.49315068493151,"Careers",70150,46981.1926605505,"Netherlands","Experimental Medicine",2,1.3394495412844,3,2.0091743119266,74,24.6666666666667
160200,2015,4,"Projects",324208,81052,"Switzerland","Clinical Medicine",23,5.75,13,3.25,114,8.76923076923077
162533,2015,2.4958904109589,"Projects",277912,111347.837541164,"Switzerland","Clinical Medicine",0,0,3,1.2019758507135,10,3.33333333333333
161544,2015,3.32876712328767,"Careers",612386,183967.810699588,"Switzerland","Basic Medical Sciences",16,4.80658436213992,3,0.901234567901235,123,41
158831,2015,1.33424657534247,"Careers",72717,54500.4209445585,NA,"Basic Medical Sciences",6,4.49691991786446,9,6.74537987679669,646,71.7777777777778
160107,2015,4,"Projects",429000,107250,"Switzerland","Clinical Medicine",5,1.25,4,1,42,10.5
163430,2015,3.07945205479452,"Projects",320918,104212.695729537,"Switzerland","Clinical Medicine",2,0.649466192170819,6,1.94839857651246,139,23.1666666666667
164927,2015,1,"Careers",64300,64300,"United States of America","Experimental Medicine",23,23,1,1,6,6
160313,2015,3.58630136986301,"Projects",474000,132169.595110772,"Switzerland","Clinical Medicine",3,0.83651642475172,5,1.39419404125287,70,14
162809,2015,3.58082191780822,"Projects",451693,126142.26855394,"Switzerland","Basic Medical Sciences",22,6.14384085692425,5,1.39632746748278,27,5.4
163762,2015,2,"Careers",480596,240298,"Switzerland","Basic Medical Sciences",0,0,4,2,267,66.75
160171,2015,2.5041095890411,"Projects",166781,66602.9157549234,"Switzerland","Social Medicine",0,0,4,1.59737417943107,81,20.25
160206,2015,4,"Projects",429000,107250,"Switzerland","Clinical Medicine",3,0.75,5,1.25,42,8.4
165401,2015,1.4986301369863,"Careers",55000,36700.1828153565,"United States of America","Basic Medical Sciences",1,0.6672760511883,1,0.6672760511883,55,55
159997,2015,3,"Projects",525000,175000,"Switzerland","Experimental Medicine",15,5,5,1.66666666666667,168,33.6
163470,2015,3.83835616438356,"Projects",391994,102125.488936474,"Switzerland","Basic Medical Sciences",0,0,7,1.82369735902927,132,18.8571428571429
160001,2015,3,"Projects",372000,124000,"Switzerland","Experimental Medicine",20,6.66666666666667,7,2.33333333333333,254,36.2857142857143
160366,2015,4,"Programmes",1792764,448191,"Switzerland","Social Medicine",92,23,26,6.5,280,10.7692307692308
164216,2015,3,"Careers",180000,60000,NA,"Experimental Medicine",7,2.33333333333333,2,0.666666666666667,20,10
163040,2015,3,"Projects",812244,270748,"Switzerland","Basic Medical Sciences",17,5.66666666666667,11,3.66666666666667,1001,91
159780,2015,2.9972602739726,"Projects",372000,124113.345521024,"Switzerland","Basic Medical Sciences",7,2.33546617915905,29,9.67550274223036,638,22
164169,2015,4,"Programmes",249823,62455.75,"Switzerland","Clinical Medicine",3,0.75,1,0.25,13,13
161140,2015,2.9972602739726,"Careers",6e+05,200182.81535649,"Switzerland","Basic Medical Sciences",5,1.66819012797075,2,0.6672760511883,86,43
161740,2015,1.4958904109589,"Careers",74328,49688.1318681319,"United States of America","Basic Medical Sciences",3,2.00549450549451,1,0.66849816849817,2,2
159708,2015,4,"Projects",834000,208500,"Switzerland","Clinical Medicine",31,7.75,25,6.25,343,13.72
159791,2015,3.5013698630137,"Projects",345261,98607.4061032864,"Switzerland","Preventive Medicine",5,1.42801251956181,5,1.42801251956181,134,26.8
159862,2015,4,"Projects",429000,107250,"Switzerland","Basic Medical Sciences",29,7.25,11,2.75,277,25.1818181818182
161928,2015,1.4958904109589,"Careers",68600,45858.9743589744,"Finland","Basic Medical Sciences",2,1.33699633699634,1,0.66849816849817,175,175
159795,2015,3,"Projects",372000,124000,"Switzerland","Basic Medical Sciences",0,0,6,2,135,22.5
163465,2015,4.16712328767123,"Projects",458023,109913.474687705,"Switzerland","Clinical Medicine",0,0,5,1.19986850756082,57,11.4
159263,2015,4,"Projects",415305,103826.25,"Switzerland","Clinical Medicine",4,1,5,1.25,113,22.6
160339,2015,3,"Projects",930000,310000,"Switzerland","Basic Medical Sciences",34,11.3333333333333,12,4,1089,90.75
163050,2015,2.9972602739726,"Projects",429000,143130.71297989,"Switzerland","Basic Medical Sciences",4,1.3345521023766,6,2.0018281535649,30,5
163476,2015,3,"Projects",525000,175000,"Switzerland","Basic Medical Sciences",0,0,12,4,906,75.5
159491,2015,3,"Projects",525000,175000,"Switzerland","Experimental Medicine",14,4.66666666666667,8,2.66666666666667,368,46
160394,2015,3.33698630136986,"Projects",525000,157327.586206897,"Switzerland","Experimental Medicine",0,0,5,1.49835796387521,102,20.4
161806,2015,1,"Careers",59639,59639,"Australia","Clinical Medicine",8,8,3,3,30,10
164742,2015,2,"Careers",194625,97312.5,"United States of America","Experimental Medicine",0,0,1,0.5,68,68
160318,2015,3,"Projects",1008000,336000,"Switzerland","Basic Medical Sciences",57,19,22,7.33333333333333,3562,161.909090909091
163058,2015,3,"Projects",372000,124000,"Switzerland","Basic Medical Sciences",18,6,5,1.66666666666667,65,13
160251,2015,3,"Projects",429000,143000,"Switzerland","Clinical Medicine",34,11.3333333333333,11,3.66666666666667,155,14.0909090909091
156362,2015,3,"Programmes",249918,83306,"Switzerland","Preventive Medicine",13,4.33333333333333,7,2.33333333333333,316,45.1428571428571
160772,2015,3,"Programmes",2002513,667504.333333333,"Switzerland","Experimental Medicine",4,1.33333333333333,3,1,161,53.6666666666667
160320,2015,3.33424657534247,"Projects",474000,142161.051766639,"Switzerland","Preventive Medicine",5,1.49958915365653,4,1.19967132292522,42,10.5
158808,2015,1,"Careers",88800,88800,NA,"Preventive Medicine",2,2,6,6,188,31.3333333333333
161099,2015,1,"Careers",79850,79850,"Germany","Clinical Medicine",3,3,3,3,10,3.33333333333333
162266,2015,1.5041095890411,"Careers",124582,82827.7413479053,"United States of America","Experimental Medicine",0,0,6,3.98907103825136,1205,200.833333333333
159615,2015,3,"Projects",6e+05,2e+05,"Switzerland","Basic Medical Sciences",0,0,5,1.66666666666667,163,32.6
164750,2015,1.9972602739726,"Careers",126000,63086.4197530864,"Canada","Preventive Medicine",10,5.00685871056242,13,6.50891632373115,338,26
157476,2015,4,"Careers",1595550,398887.5,"Switzerland","Experimental Medicine",18,4.5,6,1.5,204,34
162887,2015,3,"Projects",6e+05,2e+05,"Switzerland","Basic Medical Sciences",4,1.33333333333333,9,3,601,66.7777777777778
163232,2015,3,"Projects",429000,143000,"Switzerland","Experimental Medicine",0,0,3,1,65,21.6666666666667
159721,2015,3.4958904109589,"Projects",439303,125662.69200627,"Switzerland","Basic Medical Sciences",30,8.58150470219437,3,0.858150470219437,167,55.6666666666667
162534,2015,3,"Projects",412101,137367,"Switzerland","Clinical Medicine",0,0,4,1.33333333333333,370,92.5
160126,2015,4,"Projects",517426,129356.5,"Switzerland","Basic Medical Sciences",16,4,5,1.25,142,28.4
163648,2015,1,"Careers",212098,212098,"Switzerland","Experimental Medicine",0,0,7,7,170,24.2857142857143
166832,2015,0.249315068493151,"Science communication",3000,12032.967032967,"Switzerland","Clinical Medicine",1,4.01098901098901,1,4.01098901098901,3,3
160319,2015,3,"Projects",873618,291206,"Switzerland","Basic Medical Sciences",1,0.333333333333333,12,4,879,73.25
162066,2015,1.4958904109589,"Careers",88817,59374.0018315018,"Great Britain and Northern Ireland","Basic Medical Sciences",6,4.01098901098902,1,0.66849816849817,23,23
159984,2015,4,"Projects",400008,100002,"Switzerland","Experimental Medicine",11,2.75,9,2.25,223,24.7777777777778
160330,2015,3.83835616438356,"Projects",756000,196959.314775161,"Switzerland","Experimental Medicine",0,0,8,2.0842255531763,119,14.875
163311,2015,3,"Projects",715325,238441.666666667,"Switzerland","Clinical Medicine",8,2.66666666666667,43,14.3333333333333,1478,34.3720930232558
159999,2015,4,"Projects",474000,118500,"Switzerland","Clinical Medicine",14,3.5,7,1.75,254,36.2857142857143
160164,2015,3,"Projects",826990,275663.333333333,"Switzerland","Basic Medical Sciences",0,0,1,0.333333333333333,102,102
157846,2015,5.0027397260274,"Programmes",2108800,421529.025191676,"Switzerland","Basic Medical Sciences",0,0,3,0.599671412924425,543,181
163202,2015,3,"Projects",429000,143000,"Switzerland","Basic Medical Sciences",0,0,9,3,451,50.1111111111111
157556,2015,4.66849315068493,"Careers",1398573,299576.963028169,NA,"Social Medicine",137,29.3456572769953,27,5.78345070422535,2505,92.7777777777778
159495,2015,3,"Projects",474000,158000,"Switzerland","Clinical Medicine",3,1,60,20,3563,59.3833333333333
160766,2015,3.41917808219178,"Programmes",1800000,526442.307692308,"Switzerland","Experimental Medicine",0,0,2,0.584935897435898,341,170.5
159580,2015,4,"Projects",491486,122871.5,"Switzerland","Preventive Medicine",14,3.5,7,1.75,308,44
164182,2015,3.24931506849315,"Programmes",249780,76871.5851602024,"Switzerland","Preventive Medicine",12,3.69308600337268,1,0.307757166947723,32,32
159494,2015,3,"Projects",441600,147200,"Switzerland","Basic Medical Sciences",45,15,37,12.3333333333333,1528,41.2972972972973
162820,2015,3,"Projects",556733,185577.666666667,"Switzerland","Preventive Medicine",15,5,8,2.66666666666667,104,13
163204,2015,3,"Projects",525000,175000,"Switzerland","Experimental Medicine",14,4.66666666666667,5,1.66666666666667,787,157.4
163132,2015,3,"Projects",506625,168875,"Switzerland","Clinical Medicine",24,8,10,3.33333333333333,538,53.8
159740,2015,4,"Projects",430008,107502,"Switzerland","Clinical Medicine",2,0.5,2,0.5,34,17
162195,2015,2.9972602739726,"Programmes",250000,83409.5063985375,"Switzerland","Basic Medical Sciences",4,1.3345521023766,3,1.00091407678245,61,20.3333333333333
164788,2015,0.0821917808219178,"Science communication",1500,18250,"Switzerland","Preventive Medicine",3,36.5,1,12.1666666666667,3,3
159573,2015,3.33424657534247,"Projects",334831,100421.787181594,"Switzerland","Clinical Medicine",12,3.59901396877567,2,0.599835661462612,17,8.5
160129,2015,3,"Projects",6e+05,2e+05,"Switzerland","Basic Medical Sciences",7,2.33333333333333,16,5.33333333333333,912,57
161105,2015,1,"Careers",49900,49900,"Netherlands","Clinical Medicine",0,0,1,1,22,22
159872,2015,3.41917808219178,"Projects",6e+05,175480.769230769,"Switzerland","Basic Medical Sciences",15,4.38701923076923,2,0.584935897435898,42,21
159993,2015,3,"Projects",474000,158000,"Switzerland","Basic Medical Sciences",6,2,4,1.33333333333333,56,14
163457,2015,3,"Projects",930706,310235.333333333,"Switzerland","Basic Medical Sciences",4,1.33333333333333,5,1.66666666666667,490,98
164993,2015,1.4958904109589,"Careers",78183,52265.1923076923,"United States of America","Clinical Medicine",9,6.01648351648353,8,5.34798534798536,201,25.125
159513,2015,3,"Projects",474000,158000,"Switzerland","Basic Medical Sciences",0,0,7,2.33333333333333,251,35.8571428571429
159523,2015,3,"Projects",426150,142050,"Switzerland","Basic Medical Sciences",2,0.666666666666667,18,6,506,28.1111111111111
164964,2015,1.5013698630137,"Careers",102750,68437.5,"Australia","Experimental Medicine",4,2.66423357664233,3,1.99817518248175,130,43.3333333333333
164909,2015,1.5013698630137,"Careers",76973,51268.5127737226,"Switzerland","Clinical Medicine",1,0.666058394160583,2,1.33211678832117,5,2.5
163359,2015,3.4958904109589,"Projects",549586,157209.161442006,"Switzerland","Basic Medical Sciences",5,1.43025078369906,15,4.29075235109718,671,44.7333333333333
165090,2015,1.4986301369863,"Careers",68487,45699.7349177331,"France","Basic Medical Sciences",1,0.6672760511883,1,0.6672760511883,6,6
161895,2015,1.83287671232877,"Careers",106926,58337.802690583,"United States of America","Preventive Medicine",6,3.27354260089686,4,2.18236173393124,87,21.75
159990,2015,3.33424657534247,"Projects",241960,72568.1183237469,"Switzerland","Clinical Medicine",2,0.599835661462612,3,0.899753492193918,49,16.3333333333333
161459,2015,3,"Careers",579449,193149.666666667,"Switzerland","Experimental Medicine",13,4.33333333333333,6,2,329,54.8333333333333
165367,2015,1.5013698630137,"Careers",73998,49286.9890510949,"United States of America","Clinical Medicine",4,2.66423357664233,1,0.666058394160583,1,1
164220,2015,3,"Careers",180000,60000,NA,"Basic Medical Sciences",3,1,1,0.333333333333333,256,256
162109,2015,2.9972602739726,"Programmes",233138,77783.7020109689,"Switzerland","Basic Medical Sciences",18,6.0054844606947,1,0.33363802559415,5,5
162608,2015,3,"Projects",678000,226000,"Switzerland","Clinical Medicine",14,4.66666666666667,12,4,367,30.5833333333333
160038,2015,4,"Projects",327000,81750,"Switzerland","Basic Medical Sciences",6,1.5,7,1.75,82,11.7142857142857
160719,2015,3.66301369863014,"Programmes",1679133,458402.053103964,"Switzerland","Experimental Medicine",98,26.7539267015707,15,4.09498878085265,624,41.6
161687,2015,0.997260273972603,"Careers",35600,35697.8021978022,"Canada","Basic Medical Sciences",1,1.00274725274725,1,1.00274725274725,1,1
160125,2015,3,"Projects",372000,124000,"Switzerland","Experimental Medicine",3,1,4,1.33333333333333,119,29.75
163084,2015,3,"Projects",862555,287518.333333333,"Switzerland","Clinical Medicine",53,17.6666666666667,13,4.33333333333333,375,28.8461538461538
161146,2015,4.16986301369863,"Careers",557624,133727.174770039,"Switzerland","Clinical Medicine",27,6.47503285151117,22,5.27595269382392,321,14.5909090909091
156126,2015,3.33424657534247,"Programmes",222463,66720.6203779786,"Switzerland","Clinical Medicine",2,0.599835661462612,5,1.49958915365653,179,35.8
159301,2015,4,"Projects",571205,142801.25,"Switzerland","Clinical Medicine",6,1.5,4,1,101,25.25
162575,2015,2.9972602739726,"Projects",429000,143130.71297989,"Switzerland","Experimental Medicine",13,4.33729433272395,7,2.33546617915905,1528,218.285714285714
161836,2015,1.5041095890411,"Careers",75609,50268.2786885246,"United States of America","Basic Medical Sciences",4,2.65938069216757,5,3.32422586520946,484,96.8
166929,2015,3,"Programmes",227718,75906,"Switzerland","Basic Medical Sciences",3,1,2,0.666666666666667,24,12
162629,2015,4,"Projects",525000,131250,"Switzerland","Basic Medical Sciences",4,1,4,1,52,13
161504,2015,3,"Careers",579371,193123.666666667,"Switzerland","Basic Medical Sciences",30,10,8,2.66666666666667,637,79.625
163471,2015,3,"Projects",834000,278000,"Switzerland","Experimental Medicine",0,0,14,4.66666666666667,735,52.5
159735,2015,3,"Projects",629500,209833.333333333,"Switzerland","Basic Medical Sciences",1,0.333333333333333,6,2,153,25.5
160196,2015,4,"Projects",357463,89365.75,"Switzerland","Clinical Medicine",21,5.25,21,5.25,266,12.6666666666667
161763,2015,3.4986301369863,"Projects",499501,142770.45027408,"Switzerland","Experimental Medicine",5,1.4291307752545,3,0.857478465152702,49,16.3333333333333
163064,2015,3,"Projects",372000,124000,"Switzerland","Basic Medical Sciences",5,1.66666666666667,8,2.66666666666667,4117,514.625
162275,2015,1.4958904109589,"Careers",71150,47563.6446886447,"United States of America","Basic Medical Sciences",1,0.66849816849817,1,0.66849816849817,109,109
161808,2015,1.4958904109589,"Careers",72850,48700.0915750916,"United States of America","Social Medicine",3,2.00549450549451,1,0.66849816849817,32,32
159686,2015,3.74794520547945,"Projects",465386,124170.972222222,"Switzerland","Clinical Medicine",9,2.40131578947369,5,1.33406432748538,57,11.4
165189,2015,0.997260273972603,"Careers",71100,71295.3296703297,"Australia","Basic Medical Sciences",5,5.01373626373626,2,2.00549450549451,57,28.5
159188,2015,3,"Projects",257267,85755.6666666667,"Switzerland","Experimental Medicine",3,1,1,0.333333333333333,19,19
164083,2015,1,"Infrastructure",183000,183000,"Switzerland","Experimental Medicine",0,0,3,3,247,82.3333333333333
163149,2015,4.75068493150685,"Projects",676843,142472.719146482,"Switzerland","Basic Medical Sciences",0,0,14,2.94694348327566,166,11.8571428571429
159824,2015,3,"Projects",6e+05,2e+05,"Switzerland","Experimental Medicine",2,0.666666666666667,4,1.33333333333333,437,109.25
