"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear"
192135;2019;2019-10-01;30;0.0821917808219178;2019-10-31;"Completed";"Science communication";1572;19126;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Methods of Epidemiology and Preventive Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
193677;2019;2019-12-01;30;0.0821917808219178;2019-12-31;"Completed";"Science communication";931;11327.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Addictive Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
185862;2018;2018-11-01;29;0.0794520547945206;2018-11-30;"Completed";"Science communication";2399;30194.3103448276;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Addictive Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
193950;2020;2020-03-01;30;0.0821917808219178;2020-03-31;"Completed";"Science communication";2116;25744.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Methods of Epidemiology and Preventive Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
201409;2020;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";2105;26493.9655172414;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Addictive Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
201457;2020;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";2902;36525.1724137931;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Addictive Diseases";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
205741;2021;2021-06-01;29;0.0794520547945206;2021-06-30;"Completed";"Science communication";931;11717.7586206897;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Methods of Epidemiology and Preventive Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
161661;2015;2015-09-01;546;1.4958904109589;2017-02-28;"Completed";"Careers";72050;48165.293040293;0;0;"Institution abroad - Japan";"Japan";"Biology and Medicine";"General Biology";"Zoology";0;0;4;2.67399267399267;6;4.01098901098901;2015-10-26;2;1.33699633699634;2015;0;0;NA;0;0;NA;0;0;NA;1;0.668498168498168;2016;0;0;NA;9;6.01648351648352
145791;2012;2013-01-01;364;0.997260273972603;2013-12-31;"Completed";"Careers";46300;46427.1978021978;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;2;2.00549450549451;1;1.00274725274725;2013-06-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725
147363;2013;2013-04-01;1125;3.08219178082192;2016-04-30;"Completed";"Projects";343960;111595.911111111;343960;111595.911111111;"Research Institutes Agroscope - AGS";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";1;0.324444444444444;2;0.648888888888889;5;1.62222222222222;2014-09-09;0;0;NA;0;0;NA;2;0.648888888888889;2015-06-25;1;0.324444444444444;2016;2;0.648888888888889;2016;1;0.324444444444444;NA;11;3.56888888888889
152992;2014;2014-10-01;364;0.997260273972603;2015-09-30;"Completed";"Careers";382526;383576.895604396;0;0;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;3;3.00824175824176;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;9.02472527472527;2014;0;0;NA;9;9.02472527472527
151597;2013;2013-12-01;364;0.997260273972603;2014-11-30;"Completed";"Careers";48300;48432.6923076923;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;3;3.00824175824176;1;1.00274725274725;2013-12-08;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725
200054;2020;2021-03-01;364;0.997260273972603;2022-02-28;"Completed";"Careers";54450;54599.5879120879;0;0;"Institution abroad - Canada";"Canada";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;7;7.01923076923077;9;9.02472527472527;2021-04-17;2;2.00549450549451;2021;0;0;NA;2;2.00549450549451;2021-09-27;2;2.00549450549451;2021;3;3.00824175824176;NA;0;0;NA;18;18.0494505494505
165180;2015;2016-03-01;548;1.5013698630137;2017-08-31;"Completed";"Careers";75883;50542.5091240876;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"General Biology";"Ecology";0;0;2;1.33211678832117;3;1.99817518248175;2016-09-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.99817518248175
146210;2012;2013-03-01;364;0.997260273972603;2014-02-28;"Completed";"Careers";46500;46627.7472527472;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;0;0;2;2.00549450549451;2014-02-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2013;0;0;NA;3;3.00824175824176
173048;2017;2018-02-01;1610;4.41095890410959;2022-06-30;"Completed";"Projects";904000;204944.099378882;113000;25618.0124223603;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";8;1.81366459627329;0;0;1;0.226708074534162;2022-05-31;0;0;NA;2;0.453416149068323;2019-12-31;0;0;NA;0;0;NA;11;2.49378881987578;NA;0;0;NA;14;3.17391304347826
153341;2014;2014-10-01;1218;3.33698630136986;2018-01-31;"Completed";"Projects";525000;157327.586206897;75000;22475.3694581281;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";7;2.09770114942529;7;2.09770114942529;2;0.599343185550082;2016-04-10;0;0;NA;0;0;NA;0;0;NA;0;0;NA;12;3.59605911330049;NA;0;0;NA;14;4.19540229885058
163872;2015;2016-04-01;1369;3.75068493150685;2019-12-31;"Completed";"Programmes";241491;64385.8400292184;120745.5;32192.9200146092;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";2;0.533235938641344;1;0.266617969320672;9;2.39956172388605;2016-06-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.33308984660336;2016;0;0;NA;14;3.73265157048941
209872;2022;2022-05-01;91;0.249315068493151;2022-07-31;"Completed";"Science communication";12950;51942.3076923077;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;10;40.1098901098901;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
172876;2017;2017-07-01;1825;5;2022-06-30;"Completed";"Projects";496000;99200;496000;99200;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";1;0.2;3;0.6;14;2.8;2018-06-16;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;1.2;2018;4;0.8;2019;24;4.8
202718;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2857;34760.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
201398;2020;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";1440;18124.1379310345;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biophysics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
196515;2020;2020-12-01;364;0.997260273972603;2021-11-30;"Completed";"Projects";98945;99216.8269230769;98945;99216.8269230769;"University of Basel - BS";NA;"Biology and Medicine";"Clinical Medicine";"Biomedical Engineering";1;1.00274725274725;3;3.00824175824176;2;2.00549450549451;2021-05-15;0;0;NA;0;0;NA;0;0;NA;2;2.00549450549451;2021;0;0;NA;1;1.00274725274725;2021;5;5.01373626373626
180862;2018;2018-10-01;487;1.33424657534247;2020-01-31;"Completed";"Careers";74783;56048.8603696099;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"General Biology";"Ecology";0;0;1;0.749486652977413;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.49897330595483;2019;0;0;NA;2;1.49897330595483
168911;2016;2016-10-01;546;1.4958904109589;2018-03-31;"Completed";"Careers";79758;53318.0769230769;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"General Biology";"Ecology";0;0;1;0.668498168498168;5;3.34249084249084;2017-05-29;0;0;NA;0;0;NA;1;0.668498168498168;2017-09-10;1;0.668498168498168;2017;0;0;NA;0;0;NA;7;4.67948717948718
181563;2018;2018-07-01;548;1.5013698630137;2019-12-31;"Completed";"Careers";81500;54283.7591240876;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2019;0;0;NA;1;0.666058394160584
163386;2015;2016-01-01;1460;4;2019-12-31;"Completed";"Projects";471920;117980;94384;23596;"Research Institutes Agroscope - AGS";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.25;3;0.75;7;1.75;2017-03-16;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.25;2022;0;0;NA;8;2
183985;2018;2018-09-01;1003;2.74794520547945;2021-05-31;"Completed";"Careers";174077;63348.0608175474;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;2;0.727816550348953;2;0.727816550348953;2020-08-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.727816550348953
143980;2012;2013-01-01;1460;4;2016-12-31;"Completed";"Projects";550000;137500;110000;27500;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";5;1.25;2;0.5;3;0.75;2013-04-20;3;0.75;2013;0;0;NA;0;0;NA;0;0;NA;13;3.25;2013;2;0.5;2013;21;5.25
180651;2018;2019-04-01;1460;4;2023-03-31;"Completed";"Programmes";330253;82563.25;165126.5;41281.625;"Swiss Federal Institute for Forest, Snow and Landscape Research  - WSL";"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";2;0.5;7;1.75;11;2.75;2019-07-07;0;0;NA;0;0;NA;1;0.25;2021-09-04;5;1.25;2020;12;3;2019;0;0;NA;29;7.25
152525;2014;2014-05-01;1340;3.67123287671233;2017-12-31;"Completed";"Programmes";238013;64831.8992537313;119006.5;32415.9496268657;"Swiss Federal Institute for Forest, Snow and Landscape Research  - WSL";"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";2;0.544776119402985;14;3.8134328358209;23;6.26492537313433;2014-07-06;1;0.272388059701493;2015;0;0;NA;9;2.45149253731343;2015-03-14;8;2.17910447761194;2014;11;2.99626865671642;2017;4;1.08955223880597;NA;56;15.2537313432836
186206;2018;2018-12-01;30;0.0821917808219178;2018-12-31;"Completed";"Science communication";1669;20306.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
208259;2021;2021-10-01;30;0.0821917808219178;2021-10-31;"Completed";"Science communication";1550;18858.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
199044;2020;2020-07-01;30;0.0821917808219178;2020-07-31;"Completed";"Science communication";1830;22265;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Agricultural and Forestry Sciences";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
196717;2020;2021-06-01;364;0.997260273972603;2022-05-31;"Completed";"Projects";77292;77504.3406593407;0;0;"University of Zurich - ZH";NA;"Biology and Medicine";"Basic Medical Sciences";"Cardiovascular Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;2.00549450549451;NA;0;0;NA;2;2.00549450549451
164753;2015;2016-03-01;670;1.83561643835616;2017-12-31;"Completed";"Careers";103301;56275.9179104478;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;1.08955223880597;2017;0;0;NA;2;1.08955223880597
155623;2014;2014-09-01;546;1.4958904109589;2016-02-29;"Completed";"Careers";68318;45670.4578754579;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;2.00549450549451;2014;0;0;NA;3;2.00549450549451
155593;2014;2014-06-01;91;0.249315068493151;2014-08-31;"Completed";"Careers";9370;37582.967032967;0;0;"University of Berne - BE";NA;"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
168842;2016;2016-12-01;546;1.4958904109589;2018-05-31;"Completed";"Careers";105840;70753.8461538462;0;0;"Institution abroad - Netherlands";"Netherlands";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;1;0.668498168498168;2018-08-12;0;0;NA;0;0;NA;0;0;NA;1;0.668498168498168;2017;0;0;NA;0;0;NA;2;1.33699633699634
165050;2015;2017-01-01;545;1.49315068493151;2018-06-30;"Completed";"Careers";70150;46981.1926605505;0;0;"Institution abroad - Netherlands";"Netherlands";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";0;0;0;0;2;1.3394495412844;2018-12-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;2.00917431192661;2017;0;0;NA;5;3.34862385321101
175265;2017;2017-11-01;545;1.49315068493151;2019-04-30;"Completed";"Careers";60400;40451.376146789;0;0;"Institution abroad - Canada";"Canada";"Biology and Medicine";"Basic Medical Sciences";"Medical Microbiology";0;0;0;0;2;1.3394495412844;2018-06-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;8;5.35779816513761;NA;0;0;NA;10;6.69724770642202
155581;2014;2014-12-01;364;0.997260273972603;2015-11-30;"Completed";"Careers";67839;68025.3708791209;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;0;0;3;3.00824175824176;2015-03-25;1;1.00274725274725;2015;0;0;NA;0;0;NA;0;0;NA;2;2.00549450549451;2016;0;0;NA;6;6.01648351648352
180083;2018;2018-10-01;1460;4;2022-09-30;"Completed";"Careers";894241;223560.25;298080.333333333;74520.0833333333;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Social Medicine";"Medical Statistics";3;0.75;7;1.75;5;1.25;2019-09-09;2;0.5;2020;0;0;NA;0;0;NA;2;0.5;2019;38;9.5;2019;5;1.25;NA;52;13
146694;2013;2013-04-01;1278;3.5013698630137;2016-09-30;"Completed";"Projects";621888;177612.769953052;103648;29602.1283255086;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";6;1.71361502347418;6;1.71361502347418;7;1.99921752738654;2013-07-14;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;1.71361502347418;2015;0;0;NA;13;3.71283255086072
154429;2014;2014-06-01;60;0.164383561643836;2014-07-31;"Completed";"Science communication";5000;30416.6666666667;0;0;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
186801;2019;2019-02-01;27;0.073972602739726;2019-02-28;"Completed";"Science communication";2563;34647.962962963;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
186624;2019;2018-08-01;30;0.0821917808219178;2018-08-31;"Completed";"Science communication";2983;36293.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
192971;2019;2019-10-01;30;0.0821917808219178;2019-10-31;"Completed";"Science communication";1680;20440;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
198878;2020;2020-06-01;29;0.0794520547945206;2020-06-30;"Completed";"Science communication";5222;65725.1724137931;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
203838;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2308;28080.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
192805;2020;2020-04-01;1094;2.9972602739726;2023-03-31;"Completed";"Projects";756000;252230.347349177;252000;84076.7824497258;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";3;1.00091407678245;2;0.6672760511883;11;3.67001828153565;2021-07-12;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;0.6672760511883;2022;1;0.33363802559415;NA;14;4.6709323583181
173182;2017;2017-04-01;1095;3;2020-03-31;"Completed";"Projects";756000;252000;189000;63000;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";4;1.33333333333333;1;0.333333333333333;5;1.66666666666667;2018-09-25;0;0;NA;1;0.333333333333333;2021-09-17;0;0;NA;0;0;NA;6;2;2019;0;0;NA;12;4
192157;2019;2019-10-01;30;0.0821917808219178;2019-10-31;"Completed";"Science communication";1574;19150.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Cancer";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
151851;2013;2013-12-01;120;0.328767123287671;2014-03-31;"Completed";"Careers";10700;32545.8333333333;0;0;"University of Lausanne - LA";NA;"Biology and Medicine";"General Biology";"Ecology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
145877;2012;2013-01-01;364;0.997260273972603;2013-12-31;"Completed";"Careers";26800;26873.6263736264;0;0;"Institution abroad - Australia";"Australia";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";0;0;2;2.00549450549451;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
143584;2012;2012-10-01;1460;4;2016-09-30;"Completed";"Projects";377730;94432.5;377730;94432.5;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";1;0.25;2;0.5;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;42;10.5;NA;0;0;NA;42;10.5
192932;2019;2019-10-01;30;0.0821917808219178;2019-10-31;"Completed";"Science communication";2663;32399.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
201875;2020;2020-12-01;30;0.0821917808219178;2020-12-31;"Completed";"Science communication";1774;21583.6666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
152619;2014;2014-06-01;1309;3.58630136986301;2017-12-31;"Completed";"Projects";332600;92741.7876241406;66520;18548.3575248281;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";5;1.39419404125286;4;1.11535523300229;44;12.2689075630252;2014-09-14;2;0.557677616501146;2015;0;0;NA;2;0.557677616501146;2016-09-07;0;0;NA;23;6.41329258976318;NA;0;0;NA;71;19.7975553857907
149972;2013;2013-10-01;1095;3;2016-09-30;"Completed";"Projects";883636;294545.333333333;147272.666666667;49090.8888888889;"University of Basel - BS";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Immunology, Immunopathology";6;2;9;3;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;2;2014;0;0;NA;6;2
213571;2022;2022-08-01;30;0.0821917808219178;2022-08-31;"Completed";"Science communication";12800;155733.333333333;0;0;"Other Research Institutes - FINST";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;7;85.1666666666667;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;24.3333333333333;2022;0;0;NA;0;0;NA;2;24.3333333333333
175655;2017;2018-09-01;1460;4;2022-08-31;"Completed";"Projects";297191;74297.75;148595.5;37148.875;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"General Biology";"Botany";2;0.5;7;1.75;6;1.5;2018-11-09;0;0;NA;3;0.75;2019-04-25;4;1;2019-05-18;2;0.5;2021;4;1;2019;0;0;NA;19;4.75
201487;2020;2020-12-01;30;0.0821917808219178;2020-12-31;"Completed";"Science communication";2900;35283.3333333333;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
